symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
MTUS1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	microtubule associated scaffold protein 1
AMPH	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	amphiphysin
ADGRB2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	adhesion G protein-coupled receptor B2
OXGR1	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	oxoglutarate receptor 1
AGAP2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
CCT3	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	chaperonin containing TCP1 subunit 3
FAAH2	0.0044349582562164215	No data	No data	No data	No data	0.03647584785669726	No data	No data	fatty acid amide hydrolase 2
IDH1	0.004427753125149185	No data	No data	No data	No data	0.03641658838920899	No data	No data	isocitrate dehydrogenase (NADP(+)) 1
CKM	0.0044144260420672715	No data	No data	No data	No data	0.03630697819069404	No data	No data	creatine kinase, M-type
RNLS	0.0044144260420672715	No data	No data	No data	No data	0.03630697819069404	No data	No data	renalase, FAD dependent amine oxidase
CD55	0.0044144260420672715	No data	No data	No data	No data	0.03630697819069404	No data	No data	CD55 molecule (Cromer blood group)
RGS2	0.0044144260420672715	No data	No data	No data	No data	0.03630697819069404	No data	No data	regulator of G protein signaling 2
ENG	0.0044144260420672715	No data	No data	No data	No data	0.03630697819069404	No data	No data	endoglin
APOL6	0.004359724784628216	No data	No data	No data	No data	0.01823792392834863	0.03129760013435138	No data	apolipoprotein L6
BHLHE23	0.004295815618250291	No data	No data	No data	No data	No data	0.03533145248708628	No data	basic helix-loop-helix family member e23
TIMM8A	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	translocase of inner mitochondrial membrane 8A
ERO1A	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	endoplasmic reticulum oxidoreductase 1 alpha
PLA2G10	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	phospholipase A2 group X
AMACR	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	alpha-methylacyl-CoA racemase
SLC16A2	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	solute carrier family 16 member 2
ALG12	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	ALG12 alpha-1,6-mannosyltransferase
MYBPC3	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	myosin binding protein C3
DGKD	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	diacylglycerol kinase delta
CAPN3	0.0042501683288740716	No data	No data	No data	No data	0.03495602086266821	No data	No data	calpain 3
H1-3	0.004236910914826528	No data	No data	No data	No data	No data	0.03484698366551002	No data	H1.3 linker histone, cluster member
EIF5A	0.004234354536791162	No data	No data	No data	No data	No data	0.034825958426737705	No data	eukaryotic translation initiation factor 5A
IL3	0.004229636114724921	No data	No data	No data	No data	0.034787151196664985	No data	No data	interleukin 3
IGFBP5	0.004229636114724921	No data	No data	No data	No data	0.034787151196664985	No data	No data	insulin like growth factor binding protein 5
APOBEC1	0.004216906141952448	No data	No data	No data	No data	0.03468245200374299	No data	No data	apolipoprotein B mRNA editing enzyme catalytic subunit 1
WAC	0.004209103900575771	No data	No data	No data	No data	0.03461828153066176	No data	No data	WW domain containing adaptor with coiled-coil
SLC25A10	0.004209103900575771	No data	No data	No data	No data	0.03461828153066176	No data	No data	solute carrier family 25 member 10
CTBP1	0.004180974767191435	No data	No data	No data	No data	0.03438693008823734	No data	No data	C-terminal binding protein 1
KCNQ1OT1	0.004180974767191435	No data	No data	No data	No data	0.03438693008823734	No data	No data	KCNQ1 opposite strand/antisense transcript 1
JAZF1	0.004099551967346698	No data	No data	No data	No data	0.0337172584729431	No data	No data	JAZF zinc finger 1
QPCT	0.004099551967346698	No data	No data	No data	No data	0.0337172584729431	No data	No data	glutaminyl-peptide cyclotransferase
MMP1	0.0040790197531975474	No data	No data	No data	No data	0.033548388806939874	No data	No data	matrix metallopeptidase 1
IL23R	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	interleukin 23 receptor
RBFOX3	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	RNA binding fox-1 homolog 3
FGG	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	fibrinogen gamma chain
IGF2-AS	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	IGF2 antisense RNA
PUM3	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	pumilio RNA binding family member 3
BMP3	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	bone morphogenetic protein 3
PNLIPRP2	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	pancreatic lipase related protein 2 (gene/pseudogene)
LHFPL6	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	LHFPL tetraspan subfamily member 6
IGHV3-69-1	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	immunoglobulin heavy variable 3-69-1 (pseudogene)
SLC38A3	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	solute carrier family 38 member 3
F11	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	coagulation factor XI
SIM2	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	SIM bHLH transcription factor 2
DVL1	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	dishevelled segment polarity protein 1
MYOD1	0.00406537840153172	No data	No data	No data	No data	0.03343619386863916	No data	No data	myogenic differentiation 1
HFE	0.004055921012279754	No data	No data	No data	No data	0.03335841043268624	No data	No data	homeostatic iron regulator
ALDH7A1	0.004026354623904978	No data	No data	No data	No data	0.033115238113641594	No data	No data	aldehyde dehydrogenase 7 family member A1
CNOT1	0.00402431397323342	No data	No data	No data	No data	0.0330984545366327	No data	No data	CCR4-NOT transcription complex subunit 1
SETD7	0.003955120411550784	No data	No data	No data	No data	0.03252936376220183	No data	No data	SET domain containing 7, histone lysine methyltransferase
PIK3C2A	0.003955120411550784	No data	No data	No data	No data	0.03252936376220183	No data	No data	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
STOML3	0.003949987358013497	No data	No data	No data	No data	0.03248714634570102	No data	No data	stomatin like 3
FGF7	0.003949987358013497	No data	No data	No data	No data	0.03248714634570102	No data	No data	fibroblast growth factor 7
CDK6	0.003942185116636819	No data	No data	No data	No data	0.032422975872619796	No data	No data	cyclin dependent kinase 6
EOMES	0.003860056260040219	No data	No data	No data	No data	0.03174749720860688	No data	No data	eomesodermin
SLC10A1	0.003860056260040219	No data	No data	No data	No data	0.03174749720860688	No data	No data	solute carrier family 10 member 1
ACCS	0.0038267940731185955	No data	No data	No data	No data	0.03147392834968165	No data	No data	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
PRR36	0.00381991332815181	No data	No data	No data	No data	No data	0.031417336834711374	No data	proline rich 36
MAS1L	0.0037676612963690433	No data	No data	No data	No data	0.030987583711592354	No data	No data	MAS1 proto-oncogene like, G protein-coupled receptor
MTM1	0.0037676612963690433	No data	No data	No data	No data	0.030987583711592354	No data	No data	myotubularin 1
SRCAP	0.0037573951892944687	No data	No data	No data	No data	0.03090314887859074	No data	No data	Snf2 related CREBBP activator protein
LUZP2	0.0037573951892944687	No data	No data	No data	No data	0.03090314887859074	No data	No data	leucine zipper protein 2
ZFPM2	0.0037573951892944687	No data	No data	No data	No data	0.03090314887859074	No data	No data	zinc finger protein, FOG family member 2
GSR	0.0037573951892944687	No data	No data	No data	No data	0.03090314887859074	No data	No data	glutathione-disulfide reductase
ANK1	0.0037573264187795723	No data	No data	No data	No data	No data	0.030902583267215507	No data	ankyrin 1
MRGPRE	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	MAS related GPR family member E
SLC38A2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	solute carrier family 38 member 2
DDT	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	D-dopachrome tautomerase
RSPO3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	R-spondin 3
CPLX1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	complexin 1
ZNF418	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 418
DNPH1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
ARSD	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	arylsulfatase D
PHACTR3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	phosphatase and actin regulator 3
CD207	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	CD207 molecule
MECR	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mitochondrial trans-2-enoyl-CoA reductase
AATK	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	apoptosis associated tyrosine kinase
DNTT	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	DNA nucleotidylexotransferase
CIT	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	citron rho-interacting serine/threonine kinase
BCKDHB	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	branched chain keto acid dehydrogenase E1 subunit beta
CHKA	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	choline kinase alpha
SLC18A1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	solute carrier family 18 member A1
CLTRN	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	collectrin, amino acid transport regulator
MIRLET7B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	microRNA let-7b
MCM6	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	minichromosome maintenance complex component 6
SYT2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	synaptotagmin 2
SLC25A21	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	solute carrier family 25 member 21
NFE2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	nuclear factor, erythroid 2
SHANK2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SH3 and multiple ankyrin repeat domains 2
SQLE	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	squalene epoxidase
HECTD4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	HECT domain E3 ubiquitin protein ligase 4
LINGO1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	leucine rich repeat and Ig domain containing 1
ALDOC	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	aldolase, fructose-bisphosphate C
RAB4A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RAB4A, member RAS oncogene family
SRXN1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	sulfiredoxin 1
ADNP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	activity dependent neuroprotector homeobox
KLHL29	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	kelch like family member 29
GPR132	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	G protein-coupled receptor 132
OPRL1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	opioid related nociceptin receptor 1
ARHGAP32	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	Rho GTPase activating protein 32
IRX6	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	iroquois homeobox 6
BTLA	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	B and T lymphocyte associated
TRIL	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	TLR4 interactor with leucine rich repeats
TMEM125	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	transmembrane protein 125
HMBS	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	hydroxymethylbilane synthase
UBE2E3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ubiquitin conjugating enzyme E2 E3
KLF13	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	KLF transcription factor 13
COX8BP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cytochrome c oxidase subunit 8B, pseudogene
SV2A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	synaptic vesicle glycoprotein 2A
TOM1L2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	target of myb1 like 2 membrane trafficking protein
UBA1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ubiquitin like modifier activating enzyme 1
FAM3D	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	FAM3 metabolism regulating signaling molecule D
EIF5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	eukaryotic translation initiation factor 5
SMC2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	structural maintenance of chromosomes 2
UBASH3A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ubiquitin associated and SH3 domain containing A
PKIA	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cAMP-dependent protein kinase inhibitor alpha
IFIH1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	interferon induced with helicase C domain 1
NAT8L	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	N-acetyltransferase 8 like
FBXW11	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	F-box and WD repeat domain containing 11
FAT2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	FAT atypical cadherin 2
BARD1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	BRCA1 associated RING domain 1
CLPP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	caseinolytic mitochondrial matrix peptidase proteolytic subunit
IFNA17	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	interferon alpha 17
DGKI	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	diacylglycerol kinase iota
DOCK5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	dedicator of cytokinesis 5
SLC7A4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	solute carrier family 7 member 4
ZC3H12D	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger CCCH-type containing 12D
CCNB2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cyclin B2
SDC4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	syndecan 4
PRKG2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	protein kinase cGMP-dependent 2
MSI1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	musashi RNA binding protein 1
PARL	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	presenilin associated rhomboid like
C4BPA	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	complement component 4 binding protein alpha
JARID2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	jumonji and AT-rich interaction domain containing 2
TMA7	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	translation machinery associated 7 homolog
CDC7	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cell division cycle 7
ZNF385D	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 385D
G6PC3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	glucose-6-phosphatase catalytic subunit 3
MARCO	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	macrophage receptor with collagenous structure
KLHL32	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	kelch like family member 32
EPB41	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	erythrocyte membrane protein band 4.1
PTPRG	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	protein tyrosine phosphatase receptor type G
FLVCR2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	FLVCR heme transporter 2
CRADD	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	CASP2 and RIPK1 domain containing adaptor with death domain
HS6ST2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	heparan sulfate 6-O-sulfotransferase 2
SMIM15	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	small integral membrane protein 15
EDEM2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ER degradation enhancing alpha-mannosidase like protein 2
RAB27B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RAB27B, member RAS oncogene family
ACP2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	acid phosphatase 2, lysosomal
BACE2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	beta-secretase 2
NBPF20	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	NBPF member 20
VN1R1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	vomeronasal 1 receptor 1
FHIT	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	fragile histidine triad diadenosine triphosphatase
HABP2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	hyaluronan binding protein 2
TNFRSF10A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	TNF receptor superfamily member 10a
ORC1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	origin recognition complex subunit 1
KIRREL3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	kirre like nephrin family adhesion molecule 3
MLKL	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mixed lineage kinase domain like pseudokinase
BIN1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	bridging integrator 1
EPHB3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	EPH receptor B3
TMEM181	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	transmembrane protein 181
SERPINA11	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	serpin family A member 11
NIPSNAP1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	nipsnap homolog 1
STAT5A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	signal transducer and activator of transcription 5A
FNDC3B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	fibronectin type III domain containing 3B
INTS1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	integrator complex subunit 1
METTL15	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	methyltransferase like 15
TCF25	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	transcription factor 25
DHX33	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	DEAH-box helicase 33
LAMP1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	lysosomal associated membrane protein 1
ABCC11	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ATP binding cassette subfamily C member 11
TRAT1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	T cell receptor associated transmembrane adaptor 1
SORCS3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	sortilin related VPS10 domain containing receptor 3
KCNE5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	potassium voltage-gated channel subfamily E regulatory subunit 5
SSB	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	small RNA binding exonuclease protection factor La
SMPDL3A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	sphingomyelin phosphodiesterase acid like 3A
CD248	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	CD248 molecule
LINC00471	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	long intergenic non-protein coding RNA 471
LAD1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ladinin 1
CSTB	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cystatin B
HIPK2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	homeodomain interacting protein kinase 2
CDIN1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	CDAN1 interacting nuclease 1
ALAD	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	aminolevulinate dehydratase
PNPLA5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	patatin like phospholipase domain containing 5
CTDSPL	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	CTD small phosphatase like
ROS1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ROS proto-oncogene 1, receptor tyrosine kinase
FLG	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	filaggrin
IL1R2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	interleukin 1 receptor type 2
AKT3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	AKT serine/threonine kinase 3
SKAP2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	src kinase associated phosphoprotein 2
NUFIP1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	nuclear FMR1 interacting protein 1
HADHB	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
CRAT	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	carnitine O-acetyltransferase
PC	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	pyruvate carboxylase
CFH	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	complement factor H
TREM1	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	triggering receptor expressed on myeloid cells 1
CLPB	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	caseinolytic mitochondrial matrix peptidase chaperone subunit B
CHEK2	0.003642004145776245	No data	No data	No data	No data	0.029954101355652598	No data	No data	checkpoint kinase 2
NKX2-3	0.003560785579028761	No data	No data	No data	No data	No data	0.02928610948004301	No data	NK2 homeobox 3
AURKA	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	aurora kinase A
FGF5	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	fibroblast growth factor 5
AK1	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	adenylate kinase 1
DDAH2	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	dimethylarginine dimethylaminohydrolase 2
RBFOX2	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	RNA binding fox-1 homolog 2
BCL10	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	BCL10 immune signaling adaptor
DOK5	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	docking protein 5
DEPTOR	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	DEP domain containing MTOR interacting protein
NAAA	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	N-acylethanolamine acid amidase
BCO1	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	beta-carotene oxygenase 1
PITX2	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	paired like homeodomain 2
F2R	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	coagulation factor II thrombin receptor
CST12P	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	cystatin 12, pseudogene
ST3GAL5	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ZNF467	0.003469267523476243	No data	No data	No data	No data	No data	0.028533408219372676	No data	zinc finger protein 467
GPR150	0.00336819192210659	No data	No data	No data	No data	No data	0.027702099773026893	No data	G protein-coupled receptor 150
LILRA5	0.0033603020542921727	No data	No data	No data	No data	No data	0.027637208605763994	No data	leukocyte immunoglobulin like receptor A5
PRIMA1	0.0033464440138786453	No data	No data	No data	No data	No data	0.0275232314847827	No data	proline rich membrane anchor 1
SCLY	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	selenocysteine lyase
APPBP2	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	amyloid beta precursor protein binding protein 2
PROC	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	protein C, inactivator of coagulation factors Va and VIIIa
ARSA	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	arylsulfatase A
TCF7	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	transcription factor 7
SLCO1A2	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	solute carrier organic anion transporter family member 1A2
TNNT1	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	troponin T1, slow skeletal type
CBLN1	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	cerebellin 1 precursor
FGGY	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	FGGY carbohydrate kinase domain containing
IFNL4	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	interferon lambda 4 (gene/pseudogene)
PPM1B	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	protein phosphatase, Mg2+/Mn2+ dependent 1B
PRNP	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	prion protein
GPX4	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	glutathione peroxidase 4
ST8SIA6	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
PLAU	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	plasminogen activator, urokinase
MMP12	0.0032871949145355742	No data	No data	No data	No data	0.027035930137525383	No data	No data	matrix metallopeptidase 12
MOGS	0.003261288192574072	No data	No data	No data	No data	No data	0.026822857185280803	No data	mannosyl-oligosaccharide glucosidase
MAP2K4	0.0032159607021813807	No data	No data	No data	No data	0.026450055786085617	No data	No data	mitogen-activated protein kinase kinase 4
ANG	0.003210827648644093	No data	No data	No data	No data	0.026407838369584807	No data	No data	angiogenin
RAVER1	0.0031931054384842783	No data	No data	No data	No data	No data	0.02626207991953227	No data	ribonucleoprotein, PTB binding 1
PADI2	0.0031896534244913117	No data	No data	No data	No data	No data	0.026233688415050766	No data	peptidyl arginine deiminase 2
